,time,value
144,14:10:16,81
145,14:10:31,83
146,14:10:46,83
147,14:10:51,86
148,14:10:56,89
149,14:11:01,92
150,14:11:06,97
151,14:11:11,100
152,14:11:16,102
153,14:11:26,106
154,14:11:31,109
155,14:11:41,107
156,14:11:46,104
157,14:11:51,103
158,14:11:56,102
159,14:12:06,103
160,14:12:11,111
161,14:12:26,111
162,14:12:31,110
163,14:12:36,108
164,14:12:41,107
165,14:12:51,105
166,14:12:56,100
167,14:13:01,97
168,14:13:06,96
169,14:13:11,94
170,14:13:16,91
171,14:13:21,87
172,14:13:26,85
173,14:13:31,86
174,14:13:36,88
175,14:13:41,79
176,14:13:46,73
177,14:14:01,73
178,14:14:11,74
179,14:14:16,75
180,14:14:21,77
181,14:14:26,80
182,14:14:31,81
183,14:14:36,80
184,14:14:46,81
185,14:14:51,83
186,14:14:56,84
187,14:15:11,83
188,14:15:21,85
189,14:15:26,85
190,14:15:31,83
191,14:15:46,83
192,14:15:51,82
193,14:15:56,83
194,14:16:01,82
195,14:16:11,81
196,14:16:16,80
197,14:16:31,80
198,14:16:46,81
199,14:16:51,81
200,14:17:01,77
201,14:17:06,79
202,14:17:16,78
203,14:17:21,77
204,14:17:26,77
205,14:17:31,76
206,14:17:36,76
207,14:17:41,75
208,14:17:46,73
209,14:17:51,72
210,14:17:56,71
211,14:18:01,69
212,14:18:11,71
213,14:18:21,70
214,14:18:31,70
215,14:18:36,73
216,14:18:41,74
217,14:18:46,73
218,14:18:51,71
219,14:19:06,71
220,14:19:16,70
221,14:19:31,70
222,14:19:46,72
223,14:19:51,72
224,14:19:56,73
225,14:20:01,76
226,14:20:06,74
227,14:20:11,73
228,14:20:16,72
229,14:20:21,72
230,14:20:31,73
231,14:20:36,72
232,14:20:51,72
233,14:21:06,71
234,14:21:21,71
235,14:21:36,72
236,14:21:51,71
237,14:21:56,68
238,14:22:01,68
239,14:22:16,68
240,14:22:26,69
241,14:22:31,70
242,14:22:36,71
243,14:22:51,73
244,14:23:01,74
245,14:23:06,75
246,14:23:11,76
247,14:23:16,74
248,14:23:31,75
249,14:23:36,76
250,14:23:41,77
251,14:23:46,78
252,14:23:51,79
253,14:23:56,81
254,14:24:01,84
255,14:24:06,87
256,14:24:11,90
257,14:24:16,94
258,14:24:21,98
259,14:24:26,102
260,14:24:31,106
261,14:24:36,109
262,14:24:41,110
263,14:24:46,116
264,14:24:51,121
265,14:24:56,127
266,14:25:01,131
267,14:25:06,133
268,14:25:11,136
269,14:25:16,138
270,14:25:21,141
271,14:25:26,143
272,14:25:47,143
273,14:25:52,143
274,14:26:07,143
275,14:26:17,141
276,14:26:22,137
277,14:26:27,134
278,14:26:37,136
279,14:26:42,124
280,14:26:47,107
281,14:26:52,108
282,14:27:02,109
283,14:27:17,108
284,14:27:22,108
285,14:27:27,109
286,14:27:32,120
287,14:27:37,135
288,14:27:42,137
289,14:27:47,136
290,14:27:52,135
291,14:27:57,133
292,14:28:07,133
293,14:28:12,133
294,14:28:27,137
295,14:28:32,138
296,14:28:39,138
297,14:28:44,140
298,14:28:49,143
299,14:28:54,146
300,14:28:59,150
301,14:29:04,153
302,14:29:09,155
303,14:29:14,157
304,14:29:19,162
305,14:29:24,165
306,14:29:29,168
307,14:29:39,169
308,14:29:45,170
309,14:29:55,172
310,14:30:00,173
311,14:30:05,173
312,14:30:10,176
313,14:30:20,175
314,14:30:25,177
315,14:30:30,168
316,14:30:35,98
317,14:30:40,76
318,14:30:45,77
319,14:30:50,77
320,14:31:05,77
321,14:31:15,78
322,14:31:20,79
323,14:31:35,78
324,14:31:40,78
325,14:31:45,77
326,14:31:50,75
327,14:31:55,70
328,14:32:00,68
329,14:32:16,70
330,14:32:21,71
331,14:32:36,71
332,14:32:52,71
333,14:33:02,73
334,14:33:12,74
335,14:33:17,75
336,14:33:22,76
337,14:33:27,78
338,14:33:32,81
339,14:33:42,80
340,14:33:47,78
341,14:33:52,77
342,14:33:57,76
343,14:34:02,74
344,14:34:07,72
345,14:34:12,71
346,14:34:17,70
347,14:34:27,71
348,14:34:48,71
349,14:34:58,72
350,14:35:13,73
351,14:35:18,74
352,14:35:23,75
353,14:35:28,76
354,14:35:33,78
355,14:35:40,78
356,14:35:45,77
357,14:35:55,78
358,14:36:00,80
359,14:36:05,82
360,14:36:10,83
361,14:36:15,83
362,14:36:20,82
363,14:36:30,83
364,14:36:35,85
365,14:36:40,87
366,14:36:45,88
367,14:36:52,89
368,14:36:57,88
369,14:37:12,88
370,14:37:27,88
371,14:37:42,88
372,14:37:52,89
373,14:37:57,91
374,14:38:02,94
375,14:38:12,92
376,14:38:17,89
377,14:38:27,88
378,14:38:42,88
379,14:38:57,88
380,14:39:02,77
381,14:39:07,77
382,14:39:12,78
